VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y
138, 10, -0.58624,  1.87394, -0.24882, -0.9347, -0.31777, -0.15922, -0.27213,  0.35164,  0.89571, -1.00,  0.11106,  0.66949,  0.11106,  0.66949,  0.11106,  0.66949
139, 7, -0.56414,  1.79434, -0.17275, -0.86785, -0.36637, -0.33558, -0.44377,  0.26791,  0.85516, -1.00,  0.11409,  0.68145,  0.11409,  0.68145,  0.11409,  0.68145
140, 31, -0.60812,  1.86238, -0.13753, -0.89666, -0.28031, -0.34267, -0.41649,  0.27167,  0.8676, -1.00,  0.12203,  0.67507,  0.12203,  0.67507,  0.12203,  0.67507
141, 32, -0.61699,  2.03494, -0.19744, -0.45617,  0.88319, -0.109, -0.14256,  0.04838,  0.9886, -1.00,  0.12388,  0.65503,  0.12388,  0.65503,  0.12388,  0.65503
142, 10, -0.58624,  1.87394, -0.24882, -0.9347, -0.31777, -0.15922, -0.27213,  0.35164,  0.89571, -1.00,  0.11106,  0.66949,  0.11106,  0.66949,  0.11106,  0.66949
143, 31, -0.60812,  1.86238, -0.13753, -0.89666, -0.28031, -0.34267, -0.41649,  0.27167,  0.8676, -1.00,  0.12203,  0.67507,  0.12203,  0.67507,  0.12203,  0.67507
144, 32, -0.61699,  2.03494, -0.19744, -0.45617,  0.88319, -0.109, -0.14256,  0.04838,  0.9886, -1.00,  0.12388,  0.65503,  0.12388,  0.65503,  0.12388,  0.65503
145, 34, -0.59167,  2.04385, -0.3087, -0.43976,  0.89798, -0.01551,  0.16249,  0.09653,  0.98198, -1.00,  0.11423,  0.64905,  0.11423,  0.64905,  0.11423,  0.64905
146, 10, -0.58624,  1.87394, -0.24882, -0.9347, -0.31777, -0.15922, -0.27213,  0.35164,  0.89571, -1.00,  0.11106,  0.66949,  0.11106,  0.66949,  0.11106,  0.66949
147, 34, -0.59167,  2.04385, -0.3087, -0.43976,  0.89798, -0.01551,  0.16249,  0.09653,  0.98198, -1.00,  0.11423,  0.64905,  0.11423,  0.64905,  0.11423,  0.64905
148, 12, -0.60286,  1.96367, -0.49234, -0.88491, -0.28025, -0.37202, -0.45151,  0.31997,  0.83292, -1.00,  0.09389,  0.64816,  0.09389,  0.64816,  0.09389,  0.64816
149, 10, -0.58624,  1.87394, -0.24882, -0.9347, -0.31777, -0.15922, -0.27213,  0.35164,  0.89571, -1.00,  0.11106,  0.66949,  0.11106,  0.66949,  0.11106,  0.66949
150, 34, -0.59167,  2.04385, -0.3087, -0.43976,  0.89798, -0.01551,  0.16249,  0.09653,  0.98198, -1.00,  0.11423,  0.64905,  0.11423,  0.64905,  0.11423,  0.64905
151, 35, -0.58567,  2.05533, -0.50661, -0.40309,  0.90389, -0.14318, -0.18584,  0.07234,  0.97991, -1.00,  0.09552,  0.63799,  0.09552,  0.63799,  0.09552,  0.63799
152, 12, -0.60286,  1.96367, -0.49234, -0.88491, -0.28025, -0.37202, -0.45151,  0.31997,  0.83292, -1.00,  0.09389,  0.64816,  0.09389,  0.64816,  0.09389,  0.64816
153, 36, -0.51557,  2.05596, -0.60033, -0.24461,  0.9004, -0.3598, -0.76997,  0.04516,  0.63648, -1.00,  0.08196,  0.63316,  0.08196,  0.63316,  0.08196,  0.63316
154, 12, -0.60286,  1.96367, -0.49234, -0.88491, -0.28025, -0.37202, -0.45151,  0.31997,  0.83292, -1.00,  0.09389,  0.64816,  0.09389,  0.64816,  0.09389,  0.64816
155, 35, -0.58567,  2.05533, -0.50661, -0.40309,  0.90389, -0.14318, -0.18584,  0.07234,  0.97991, -1.00,  0.09552,  0.63799,  0.09552,  0.63799,  0.09552,  0.63799
156, 36, -0.51557,  2.05596, -0.60033, -0.24461,  0.9004, -0.3598, -0.76997,  0.04516,  0.63648, -1.00,  0.08196,  0.63316,  0.08196,  0.63316,  0.08196,  0.63316
157, 37, -0.49758,  1.9705, -0.62046, -0.46645, -0.36085, -0.8076, -0.87762,  0.07476,  0.47349, -1.00,  0.07843,  0.64252,  0.07843,  0.64252,  0.07843,  0.64252
158, 12, -0.60286,  1.96367, -0.49234, -0.88491, -0.28025, -0.37202, -0.45151,  0.31997,  0.83292, -1.00,  0.09389,  0.64816,  0.09389,  0.64816,  0.09389,  0.64816
159, 37, -0.49758,  1.9705, -0.62046, -0.46645, -0.36085, -0.8076, -0.87762,  0.07476,  0.47349, -1.00,  0.07843,  0.64252,  0.07843,  0.64252,  0.07843,  0.64252
160, 36, -0.51557,  2.05596, -0.60033, -0.24461,  0.9004, -0.3598, -0.76997,  0.04516,  0.63648, -1.00,  0.08196,  0.63316,  0.08196,  0.63316,  0.08196,  0.63316
161, 38, -0.19309,  2.05072, -0.6707, -0.00601,  0.92077, -0.39006, -0.99895, -0.02325, -0.0395, -1.00,  0.04571,  0.6359,  0.04571,  0.6359,  0.04571,  0.6359
162, 11, -0.33093,  1.83579, -0.51146, -0.35769, -0.55817, -0.74867, -0.91428,  0.04609,  0.40245, -1.00,  0.06699,  0.6665,  0.06699,  0.6665,  0.06699,  0.6665
163, 12, -0.60286,  1.96367, -0.49234, -0.88491, -0.28025, -0.37202, -0.45151,  0.31997,  0.83292, -1.00,  0.09389,  0.64816,  0.09389,  0.64816,  0.09389,  0.64816
164, 37, -0.49758,  1.9705, -0.62046, -0.46645, -0.36085, -0.8076, -0.87762,  0.07476,  0.47349, -1.00,  0.07843,  0.64252,  0.07843,  0.64252,  0.07843,  0.64252
165, 37, -0.49758,  1.9705, -0.62046, -0.46645, -0.36085, -0.8076, -0.87762,  0.07476,  0.47349, -1.00,  0.07843,  0.64252,  0.07843,  0.64252,  0.07843,  0.64252
166, 38, -0.19309,  2.05072, -0.6707, -0.00601,  0.92077, -0.39006, -0.99895, -0.02325, -0.0395, -1.00,  0.04571,  0.6359,  0.04571,  0.6359,  0.04571,  0.6359
167, 39, -0.19353,  1.96497, -0.68877, -0.06647, -0.23026, -0.97086, -0.99517, -0.05513,  0.08121, -1.00,  0.04682,  0.64569,  0.04682,  0.64569,  0.04682,  0.64569
168, 39, -0.19353,  1.96497, -0.68877, -0.06647, -0.23026, -0.97086, -0.99517, -0.05513,  0.08121, -1.00,  0.04682,  0.64569,  0.04682,  0.64569,  0.04682,  0.64569
169, 11, -0.33093,  1.83579, -0.51146, -0.35769, -0.55817, -0.74867, -0.91428,  0.04609,  0.40245, -1.00,  0.06699,  0.6665,  0.06699,  0.6665,  0.06699,  0.6665
170, 37, -0.49758,  1.9705, -0.62046, -0.46645, -0.36085, -0.8076, -0.87762,  0.07476,  0.47349, -1.00,  0.07843,  0.64252,  0.07843,  0.64252,  0.07843,  0.64252
171, 39, -0.19353,  1.96497, -0.68877, -0.06647, -0.23026, -0.97086, -0.99517, -0.05513,  0.08121, -1.00,  0.04682,  0.64569,  0.04682,  0.64569,  0.04682,  0.64569
172, 38, -0.19309,  2.05072, -0.6707, -0.00601,  0.92077, -0.39006, -0.99895, -0.02325, -0.0395, -1.00,  0.04571,  0.6359,  0.04571,  0.6359,  0.04571,  0.6359
173, 40,  0.05163,  2.05654, -0.62246,  0.08628,  0.92023, -0.38175, -0.95501, -0.03273, -0.29476, -1.00,  0.01807,  0.63889,  0.01807,  0.63889,  0.01807,  0.63889
174, 39, -0.19353,  1.96497, -0.68877, -0.06647, -0.23026, -0.97086, -0.99517, -0.05513,  0.08121, -1.00,  0.04682,  0.64569,  0.04682,  0.64569,  0.04682,  0.64569
175, 41, -0.18809,  1.81492, -0.5564, -0.18121, -0.50339, -0.84484, -0.97989,  0.01949,  0.19856, -1.00,  0.05003,  0.66783,  0.05003,  0.66783,  0.05003,  0.66783
176, 11, -0.33093,  1.83579, -0.51146, -0.35769, -0.55817, -0.74867, -0.91428,  0.04609,  0.40245, -1.00,  0.06699,  0.6665,  0.06699,  0.6665,  0.06699,  0.6665
177, 41, -0.18809,  1.81492, -0.5564, -0.18121, -0.50339, -0.84484, -0.97989,  0.01949,  0.19856, -1.00,  0.05003,  0.66783,  0.05003,  0.66783,  0.05003,  0.66783
178, 0, -0.36734,  1.53484, -0.39672, -0.55441, -0.29482, -0.77828, -0.82955,  0.12059,  0.54525, -1.00,  0.0741,  0.70238,  0.0741,  0.70238,  0.0741,  0.70238
179, 11, -0.33093,  1.83579, -0.51146, -0.35769, -0.55817, -0.74867, -0.91428,  0.04609,  0.40245, -1.00,  0.06699,  0.6665,  0.06699,  0.6665,  0.06699,  0.6665
180, 39, -0.19353,  1.96497, -0.68877, -0.06647, -0.23026, -0.97086, -0.99517, -0.05513,  0.08121, -1.00,  0.04682,  0.64569,  0.04682,  0.64569,  0.04682,  0.64569
181, 40,  0.05163,  2.05654, -0.62246,  0.08628,  0.92023, -0.38175, -0.95501, -0.03273, -0.29476, -1.00,  0.01807,  0.63889,  0.01807,  0.63889,  0.01807,  0.63889
182, 42,  0.09254,  1.87799, -0.63019,  0.35721, -0.41733, -0.83561, -0.93218, -0.10311, -0.347, -1.00,  0.01789,  0.6591,  0.01789,  0.6591,  0.01789,  0.6591
183, 42,  0.09254,  1.87799, -0.63019,  0.35721, -0.41733, -0.83561, -0.93218, -0.10311, -0.347, -1.00,  0.01789,  0.6591,  0.01789,  0.6591,  0.01789,  0.6591
184, 41, -0.18809,  1.81492, -0.5564, -0.18121, -0.50339, -0.84484, -0.97989,  0.01949,  0.19856, -1.00,  0.05003,  0.66783,  0.05003,  0.66783,  0.05003,  0.66783
185, 39, -0.19353,  1.96497, -0.68877, -0.06647, -0.23026, -0.97086, -0.99517, -0.05513,  0.08121, -1.00,  0.04682,  0.64569,  0.04682,  0.64569,  0.04682,  0.64569
186, 42,  0.09254,  1.87799, -0.63019,  0.35721, -0.41733, -0.83561, -0.93218, -0.10311, -0.347, -1.00,  0.01789,  0.6591,  0.01789,  0.6591,  0.01789,  0.6591
187, 40,  0.05163,  2.05654, -0.62246,  0.08628,  0.92023, -0.38175, -0.95501, -0.03273, -0.29476, -1.00,  0.01807,  0.63889,  0.01807,  0.63889,  0.01807,  0.63889
188, 43,  0.15863,  2.0586, -0.59251,  0.06117,  0.91694, -0.3943, -0.9156, -0.10574, -0.38793, -1.00,  0.00585,  0.64057,  0.00585,  0.64057,  0.00585,  0.64057
189, 42,  0.09254,  1.87799, -0.63019,  0.35721, -0.41733, -0.83561, -0.93218, -0.10311, -0.347, -1.00,  0.01789,  0.6591,  0.01789,  0.6591,  0.01789,  0.6591
190, 43,  0.15863,  2.0586, -0.59251,  0.06117,  0.91694, -0.3943, -0.9156, -0.10574, -0.38793, -1.00,  0.00585,  0.64057,  0.00585,  0.64057,  0.00585,  0.64057
191, 44,  0.11956,  1.8542, -0.59015,  0.25728, -0.53221, -0.80657, -0.90724,  0.15438, -0.39126, -1.00,  0.01334,  0.66271,  0.01334,  0.66271,  0.01334,  0.66271
192, 45,  0.0907,  1.83278, -0.55896, -0.10006, -0.62453, -0.77456, -0.99498,  0.06384,  0.07706, -1.00,  0.01898,  0.66807,  0.01898,  0.66807,  0.01898,  0.66807
193, 42,  0.09254,  1.87799, -0.63019,  0.35721, -0.41733, -0.83561, -0.93218, -0.10311, -0.347, -1.00,  0.01789,  0.6591,  0.01789,  0.6591,  0.01789,  0.6591
194, 44,  0.11956,  1.8542, -0.59015,  0.25728, -0.53221, -0.80657, -0.90724,  0.15438, -0.39126, -1.00,  0.01334,  0.66271,  0.01334,  0.66271,  0.01334,  0.66271
195, 41, -0.18809,  1.81492, -0.5564, -0.18121, -0.50339, -0.84484, -0.97989,  0.01949,  0.19856, -1.00,  0.05003,  0.66783,  0.05003,  0.66783,  0.05003,  0.66783
196, 42,  0.09254,  1.87799, -0.63019,  0.35721, -0.41733, -0.83561, -0.93218, -0.10311, -0.347, -1.00,  0.01789,  0.6591,  0.01789,  0.6591,  0.01789,  0.6591
197, 45,  0.0907,  1.83278, -0.55896, -0.10006, -0.62453, -0.77456, -0.99498,  0.06384,  0.07706, -1.00,  0.01898,  0.66807,  0.01898,  0.66807,  0.01898,  0.66807
198, 41, -0.18809,  1.81492, -0.5564, -0.18121, -0.50339, -0.84484, -0.97989,  0.01949,  0.19856, -1.00,  0.05003,  0.66783,  0.05003,  0.66783,  0.05003,  0.66783
199, 45,  0.0907,  1.83278, -0.55896, -0.10006, -0.62453, -0.77456, -0.99498,  0.06384,  0.07706, -1.00,  0.01898,  0.66807,  0.01898,  0.66807,  0.01898,  0.66807
200, 46,  0.11731,  1.79237, -0.54355, -0.05981, -0.36756, -0.92808, -0.99705, -0.02274,  0.07326, -1.00,  0.01635,  0.67281,  0.01635,  0.67281,  0.01635,  0.67281
201, 41, -0.18809,  1.81492, -0.5564, -0.18121, -0.50339, -0.84484, -0.97989,  0.01949,  0.19856, -1.00,  0.05003,  0.66783,  0.05003,  0.66783,  0.05003,  0.66783
202, 46,  0.11731,  1.79237, -0.54355, -0.05981, -0.36756, -0.92808, -0.99705, -0.02274,  0.07326, -1.00,  0.01635,  0.67281,  0.01635,  0.67281,  0.01635,  0.67281
203, 47,  0.05451,  1.4337, -0.45718,  0.00058, -0.29511, -0.95546, -0.99971, -0.02331,  0.00659, -1.00,  0.02551,  0.71282,  0.02551,  0.71282,  0.02551,  0.71282
204, 47,  0.05451,  1.4337, -0.45718,  0.00058, -0.29511, -0.95546, -0.99971, -0.02331,  0.00659, -1.00,  0.02551,  0.71282,  0.02551,  0.71282,  0.02551,  0.71282
205, 0, -0.36734,  1.53484, -0.39672, -0.55441, -0.29482, -0.77828, -0.82955,  0.12059,  0.54525, -1.00,  0.0741,  0.70238,  0.0741,  0.70238,  0.0741,  0.70238
206, 41, -0.18809,  1.81492, -0.5564, -0.18121, -0.50339, -0.84484, -0.97989,  0.01949,  0.19856, -1.00,  0.05003,  0.66783,  0.05003,  0.66783,  0.05003,  0.66783
207, 47,  0.05451,  1.4337, -0.45718,  0.00058, -0.29511, -0.95546, -0.99971, -0.02331,  0.00659, -1.00,  0.02551,  0.71282,  0.02551,  0.71282,  0.02551,  0.71282
208, 46,  0.11731,  1.79237, -0.54355, -0.05981, -0.36756, -0.92808, -0.99705, -0.02274,  0.07326, -1.00,  0.01635,  0.67281,  0.01635,  0.67281,  0.01635,  0.67281
209, 48,  0.23269,  1.61032, -0.47728, -0.3347, -0.36946, -0.86688, -0.94221,  0.14584,  0.30163, -1.00,  0.00525,  0.69378,  0.00525,  0.69378,  0.00525,  0.69378
210, 47,  0.05451,  1.4337, -0.45718,  0.00058, -0.29511, -0.95546, -0.99971, -0.02331,  0.00659, -1.00,  0.02551,  0.71282,  0.02551,  0.71282,  0.02551,  0.71282
211, 49, -0.11347,  0.59235, -0.16334, -0.13179, -0.15256, -0.97947, -0.9909,  0.0474,  0.12594, -1.00,  0.04511,  0.81102,  0.04511,  0.81102,  0.04511,  0.81102
212, 0, -0.36734,  1.53484, -0.39672, -0.55441, -0.29482, -0.77828, -0.82955,  0.12059,  0.54525, -1.00,  0.0741,  0.70238,  0.0741,  0.70238,  0.0741,  0.70238
213, 49, -0.11347,  0.59235, -0.16334, -0.13179, -0.15256, -0.97947, -0.9909,  0.0474,  0.12594, -1.00,  0.04511,  0.81102,  0.04511,  0.81102,  0.04511,  0.81102
214, 50, -0.21341,  0.60167, -0.22382,  0.51125, -0.0743, -0.85621, -0.85876, -0.08347, -0.50553, -1.00,  0.0578,  0.80888,  0.0578,  0.80888,  0.0578,  0.80888
215, 0, -0.36734,  1.53484, -0.39672, -0.55441, -0.29482, -0.77828, -0.82955,  0.12059,  0.54525, -1.00,  0.0741,  0.70238,  0.0741,  0.70238,  0.0741,  0.70238
216, 47,  0.05451,  1.4337, -0.45718,  0.00058, -0.29511, -0.95546, -0.99971, -0.02331,  0.00659, -1.00,  0.02551,  0.71282,  0.02551,  0.71282,  0.02551,  0.71282
217, 51, -0.04416,  0.59567, -0.22929, -0.299, -0.21746, -0.92915, -0.95423,  0.07425,  0.2897, -1.00,  0.03478,  0.80893,  0.03478,  0.80893,  0.03478,  0.80893
218, 49, -0.11347,  0.59235, -0.16334, -0.13179, -0.15256, -0.97947, -0.9909,  0.0474,  0.12594, -1.00,  0.04511,  0.81102,  0.04511,  0.81102,  0.04511,  0.81102
219, 47,  0.05451,  1.4337, -0.45718,  0.00058, -0.29511, -0.95546, -0.99971, -0.02331,  0.00659, -1.00,  0.02551,  0.71282,  0.02551,  0.71282,  0.02551,  0.71282
220, 52,  0.14201,  0.59491, -0.17891, -0.08602, -0.26762, -0.95968, -0.99623,  0.03399,  0.07982, -1.00,  0.01358,  0.8102,  0.01358,  0.8102,  0.01358,  0.8102
221, 51, -0.04416,  0.59567, -0.22929, -0.299, -0.21746, -0.92915, -0.95423,  0.07425,  0.2897, -1.00,  0.03478,  0.80893,  0.03478,  0.80893,  0.03478,  0.80893
222, 47,  0.05451,  1.4337, -0.45718,  0.00058, -0.29511, -0.95546, -0.99971, -0.02331,  0.00659, -1.00,  0.02551,  0.71282,  0.02551,  0.71282,  0.02551,  0.71282
223, 48,  0.23269,  1.61032, -0.47728, -0.3347, -0.36946, -0.86688, -0.94221,  0.14584,  0.30163, -1.00,  0.00525,  0.69378,  0.00525,  0.69378,  0.00525,  0.69378
224, 52,  0.14201,  0.59491, -0.17891, -0.08602, -0.26762, -0.95968, -0.99623,  0.03399,  0.07982, -1.00,  0.01358,  0.8102,  0.01358,  0.8102,  0.01358,  0.8102
225, 53,  0.21584,  0.59563, -0.21804,  0.26775, -0.51579, -0.8138, -0.95066, -0.27879, -0.13609, -1.00,  0.00441,  0.80888,  0.00441,  0.80888,  0.00441,  0.80888
226, 52,  0.14201,  0.59491, -0.17891, -0.08602, -0.26762, -0.95968, -0.99623,  0.03399,  0.07982, -1.00,  0.01358,  0.8102,  0.01358,  0.8102,  0.01358,  0.8102
227, 48,  0.23269,  1.61032, -0.47728, -0.3347, -0.36946, -0.86688, -0.94221,  0.14584,  0.30163, -1.00,  0.00525,  0.69378,  0.00525,  0.69378,  0.00525,  0.69378
228, 54, -0.19408,  0.59632,  0.18436, -0.55382, -0.38985,  0.73573, -0.81502,  0.43463, -0.3832, -1.00,  0.81718,  0.38806,  0.81718,  0.38806,  0.81718,  0.38806
229, 55, -0.08626,  0.60654,  0.12034,  0.17091, -0.27294,  0.94673, -0.98505, -0.06834,  0.15812, -1.00,  0.80312,  0.38695,  0.80312,  0.38695,  0.80312,  0.38695
230, 56, -0.22258,  1.6333,  0.42942, -0.27301, -0.41779,  0.86656, -0.96187,  0.10295, -0.2534, -1.00,  0.81491,  0.50702,  0.81491,  0.50702,  0.81491,  0.50702
231, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
232, 56, -0.22258,  1.6333,  0.42942, -0.27301, -0.41779,  0.86656, -0.96187,  0.10295, -0.2534, -1.00,  0.81491,  0.50702,  0.81491,  0.50702,  0.81491,  0.50702
233, 55, -0.08626,  0.60654,  0.12034,  0.17091, -0.27294,  0.94673, -0.98505, -0.06834,  0.15812, -1.00,  0.80312,  0.38695,  0.80312,  0.38695,  0.80312,  0.38695
234, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
235, 55, -0.08626,  0.60654,  0.12034,  0.17091, -0.27294,  0.94673, -0.98505, -0.06834,  0.15812, -1.00,  0.80312,  0.38695,  0.80312,  0.38695,  0.80312,  0.38695
236, 58,  0.02118,  0.59374,  0.12764, -0.21323, -0.31122,  0.92611, -0.97639,  0.03433, -0.21327, -1.00,  0.79111,  0.38543,  0.79111,  0.38543,  0.79111,  0.38543
237, 56, -0.22258,  1.6333,  0.42942, -0.27301, -0.41779,  0.86656, -0.96187,  0.10295, -0.2534, -1.00,  0.81491,  0.50702,  0.81491,  0.50702,  0.81491,  0.50702
238, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
239, 59, -0.20125,  1.72881,  0.46472, -0.10166, -0.39229,  0.91421, -0.9947,  0.05428, -0.08732, -1.00,  0.81324,  0.51774,  0.81324,  0.51774,  0.81324,  0.51774
240, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
241, 58,  0.02118,  0.59374,  0.12764, -0.21323, -0.31122,  0.92611, -0.97639,  0.03433, -0.21327, -1.00,  0.79111,  0.38543,  0.79111,  0.38543,  0.79111,  0.38543
242, 60,  0.15994,  0.59923,  0.18025, -0.19343, -0.26274,  0.94528, -0.98043,  0.01574, -0.19625, -1.00,  0.77464,  0.3873,  0.77464,  0.3873,  0.77464,  0.3873
243, 59, -0.20125,  1.72881,  0.46472, -0.10166, -0.39229,  0.91421, -0.9947,  0.05428, -0.08732, -1.00,  0.81324,  0.51774,  0.81324,  0.51774,  0.81324,  0.51774
244, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
245, 61, -0.14519,  1.84131,  0.5304, -0.21644, -0.29357,  0.93111, -0.97137,  0.16041, -0.17522, -1.00,  0.80842,  0.53253,  0.80842,  0.53253,  0.80842,  0.53253
246, 62, -0.18607,  1.85162,  0.52925,  0.03799, -0.3352,  0.94138, -0.98815,  0.12758,  0.08531, -1.00,  0.81315,  0.53291,  0.81315,  0.53291,  0.81315,  0.53291
247, 59, -0.20125,  1.72881,  0.46472, -0.10166, -0.39229,  0.91421, -0.9947,  0.05428, -0.08732, -1.00,  0.81324,  0.51774,  0.81324,  0.51774,  0.81324,  0.51774
248, 61, -0.14519,  1.84131,  0.5304, -0.21644, -0.29357,  0.93111, -0.97137,  0.16041, -0.17522, -1.00,  0.80842,  0.53253,  0.80842,  0.53253,  0.80842,  0.53253
249, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
250, 60,  0.15994,  0.59923,  0.18025, -0.19343, -0.26274,  0.94528, -0.98043,  0.01574, -0.19625, -1.00,  0.77464,  0.3873,  0.77464,  0.3873,  0.77464,  0.3873
251, 63,  0.16218,  1.65188,  0.41796,  0.23935, -0.68646,  0.68665, -0.9679, -0.11286,  0.22456, -1.00,  0.769,  0.50744,  0.769,  0.50744,  0.769,  0.50744
252, 64,  0.21966,  0.60384,  0.18735, -0.09725, -0.21896,  0.97087, -0.9947, -0.01126, -0.10218, -1.00,  0.76788,  0.38767,  0.76788,  0.38767,  0.76788,  0.38767
253, 63,  0.16218,  1.65188,  0.41796,  0.23935, -0.68646,  0.68665, -0.9679, -0.11286,  0.22456, -1.00,  0.769,  0.50744,  0.769,  0.50744,  0.769,  0.50744
254, 60,  0.15994,  0.59923,  0.18025, -0.19343, -0.26274,  0.94528, -0.98043,  0.01574, -0.19625, -1.00,  0.77464,  0.3873,  0.77464,  0.3873,  0.77464,  0.3873
255, 64,  0.21966,  0.60384,  0.18735, -0.09725, -0.21896,  0.97087, -0.9947, -0.01126, -0.10218, -1.00,  0.76788,  0.38767,  0.76788,  0.38767,  0.76788,  0.38767
256, 65,  0.41925,  1.66034,  0.44319,  0.51609, -0.66147,  0.54416, -0.81896, -0.19497,  0.53971, -1.00,  0.73953,  0.51046,  0.73953,  0.51046,  0.73953,  0.51046
257, 63,  0.16218,  1.65188,  0.41796,  0.23935, -0.68646,  0.68665, -0.9679, -0.11286,  0.22456, -1.00,  0.769,  0.50744,  0.769,  0.50744,  0.769,  0.50744
258, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
259, 63,  0.16218,  1.65188,  0.41796,  0.23935, -0.68646,  0.68665, -0.9679, -0.11286,  0.22456, -1.00,  0.769,  0.50744,  0.769,  0.50744,  0.769,  0.50744
260, 66,  0.2453,  1.68649,  0.49719,  0.08461, -0.77056,  0.63172, -0.99533, -0.03574,  0.08972, -1.00,  0.76157,  0.51732,  0.76157,  0.51732,  0.76157,  0.51732
261, 65,  0.41925,  1.66034,  0.44319,  0.51609, -0.66147,  0.54416, -0.81896, -0.19497,  0.53971, -1.00,  0.73953,  0.51046,  0.73953,  0.51046,  0.73953,  0.51046
262, 66,  0.2453,  1.68649,  0.49719,  0.08461, -0.77056,  0.63172, -0.99533, -0.03574,  0.08972, -1.00,  0.76157,  0.51732,  0.76157,  0.51732,  0.76157,  0.51732
263, 63,  0.16218,  1.65188,  0.41796,  0.23935, -0.68646,  0.68665, -0.9679, -0.11286,  0.22456, -1.00,  0.769,  0.50744,  0.769,  0.50744,  0.769,  0.50744
264, 66,  0.2453,  1.68649,  0.49719,  0.08461, -0.77056,  0.63172, -0.99533, -0.03574,  0.08972, -1.00,  0.76157,  0.51732,  0.76157,  0.51732,  0.76157,  0.51732
265, 67,  0.15562,  1.90904,  0.6554, -0.16249, -0.40921,  0.89786, -0.98341,  0.14155, -0.11346, -1.00,  0.77531,  0.54712,  0.77531,  0.54712,  0.77531,  0.54712
266, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
267, 67,  0.15562,  1.90904,  0.6554, -0.16249, -0.40921,  0.89786, -0.98341,  0.14155, -0.11346, -1.00,  0.77531,  0.54712,  0.77531,  0.54712,  0.77531,  0.54712
268, 61, -0.14519,  1.84131,  0.5304, -0.21644, -0.29357,  0.93111, -0.97137,  0.16041, -0.17522, -1.00,  0.80842,  0.53253,  0.80842,  0.53253,  0.80842,  0.53253
269, 57,  0.0319,  1.60914,  0.47133,  0.02671, -0.41933,  0.90744, -0.99964, -0.01048,  0.02458, -1.00,  0.78563,  0.50604,  0.78563,  0.50604,  0.78563,  0.50604
270, 68, -0.12851,  2.0353,  0.55024, -0.09247,  0.8584,  0.50458, -0.94995,  0.07582, -0.30308, -1.00,  0.81085,  0.55461,  0.81085,  0.55461,  0.81085,  0.55461
